idade,tempo_de_emprego,tipo_moradia,tipo_moradia_id,objetivo_emprestimo,objetivo_emprestimo_id,montante_emprestimo,taxa_juros,renda_por_ano,porc_empr_renda_anual,class_risco_historico,class_risco_historico_id,inadimplencia_hist,qtd_anos_primeiro_emprestimo,risco_emprestimo
26,0.0,propria,3,reformar_casa,3,15000,13.22,30000,0.5,C,2,1,2,0
23,1.0,hipoteca,1,educacao,1,10000,12.21,45000,0.22,B,1,0,4,0
24,7.0,propria,3,reformar_casa,3,10000,12.61,30000,0.33,C,2,1,2,0
25,1.0,alugada,0,saude,5,2500,16.45,32000,0.08,E,4,0,3,1
22,6.0,hipoteca,1,risco,4,1400,14.84,36000,0.04,D,3,0,2,0
23,7.0,hipoteca,1,consolidacao_debito,0,10000,10.65,48000,0.21,B,1,0,4,0
23,4.0,alugada,0,consolidacao_debito,0,5000,6.62,24000,0.21,A,0,0,2,0
24,1.0,alugada,0,educacao,1,10000,11.024070809144439,60000,0.17,B,1,0,2,0
24,8.0,alugada,0,pessoal,2,3000,7.9,10000,0.3,A,0,0,3,1
25,3.0,alugada,0,risco,4,2400,12.53,35000,0.07,B,1,0,2,0
23,1.0,alugada,0,consolidacao_debito,0,6000,15.99,39000,0.15,D,3,1,3,1
23,7.0,hipoteca,1,educacao,1,15000,7.88,100000,0.15,A,0,0,4,0
22,5.0,alugada,0,educacao,1,9250,13.11,27120,0.34,C,2,0,3,1
25,0.0,alugada,0,risco,4,2300,11.11,25920,0.09,B,1,0,2,0
22,2.0,alugada,0,saude,5,20000,11.024070809144439,75000,0.27,C,2,1,2,0
24,5.0,hipoteca,1,educacao,1,12000,15.27,102000,0.12,C,2,1,3,0
25,3.0,alugada,0,pessoal,2,4000,14.61,50000,0.08,D,3,1,4,0
26,1.0,hipoteca,1,saude,5,5000,7.68,94000,0.05,A,0,0,3,0
24,5.0,alugada,0,consolidacao_debito,0,10000,7.88,40000,0.25,A,0,0,3,0
24,2.0,alugada,0,risco,4,1500,14.42,69764,0.02,D,3,1,4,1
22,1.0,alugada,0,educacao,1,2400,16.29,21600,0.11,D,3,0,4,1
26,5.0,hipoteca,1,saude,5,4800,5.99,20000,0.24,A,0,0,3,0
23,7.0,hipoteca,1,saude,5,15000,19.82,49000,0.31,G,6,1,3,1
24,4.0,hipoteca,1,educacao,1,12000,6.03,128000,0.09,A,0,0,2,0
25,6.0,alugada,0,reformar_casa,3,4000,10.37,62500,0.06,B,1,0,3,0
21,4.0,alugada,0,educacao,1,5000,5.79,40000,0.13,A,0,0,2,0
22,1.0,alugada,0,risco,4,16000,16.35,44000,0.36,E,4,0,4,1
25,5.0,hipoteca,1,educacao,1,9600,13.85,85000,0.11,C,2,0,2,0
24,2.0,alugada,0,pessoal,2,5000,7.9,64600,0.08,A,0,0,3,0
22,6.0,hipoteca,1,consolidacao_debito,0,3950,10.65,60000,0.07,B,1,0,4,0
26,11.0,hipoteca,1,risco,4,10950,7.88,65000,0.17,A,0,0,2,0
26,0.0,alugada,0,saude,5,5900,10.71,36800,0.16,B,1,0,4,0
24,8.0,hipoteca,1,pessoal,2,1500,14.42,54000,0.03,D,3,1,4,1
23,1.0,hipoteca,1,consolidacao_debito,0,5600,12.84,16000,0.35,C,2,1,2,1
23,3.0,alugada,0,saude,5,10000,11.99,39000,0.26,B,1,0,2,1
24,8.0,alugada,0,pessoal,2,8000,12.73,45000,0.18,C,2,0,2,0
23,7.0,hipoteca,1,consolidacao_debito,0,4200,13.06,78000,0.05,C,2,1,3,0
24,0.0,hipoteca,1,saude,5,10000,12.87,100000,0.1,C,2,1,4,0
22,3.0,alugada,0,risco,4,12800,12.73,44400,0.29,C,2,0,4,0
26,1.0,alugada,0,educacao,1,3000,11.024070809144439,55000,0.05,C,2,1,2,0
25,9.0,hipoteca,1,educacao,1,12000,9.91,125000,0.1,B,1,0,3,0
25,7.0,hipoteca,1,pessoal,2,3500,6.03,37980,0.09,A,0,0,3,0
23,8.0,propria,3,risco,4,8000,6.17,75000,0.11,A,0,0,2,0
22,6.0,alugada,0,saude,5,8000,11.49,28800,0.28,B,1,0,2,0
25,4.0,hipoteca,1,educacao,1,6000,6.62,53000,0.11,A,0,0,2,0
22,5.0,alugada,0,risco,4,4800,10.99,26004,0.18,B,1,0,3,0
25,3.0,alugada,0,saude,5,5600,7.9,70000,0.08,A,0,0,3,0
21,0.0,propria,3,risco,4,12200,11.024070809144439,38400,0.32,C,2,1,4,0
22,3.0,hipoteca,1,risco,4,24250,12.18,130000,0.19,B,1,0,4,0
24,0.0,hipoteca,1,reformar_casa,3,5000,12.18,49000,0.1,B,1,0,3,1
22,6.0,alugada,0,educacao,1,15000,17.19,72000,0.21,E,4,0,4,0
26,6.0,alugada,0,consolidacao_debito,0,18000,13.49,78000,0.23,C,2,0,4,0
25,9.0,alugada,0,pessoal,2,4800,11.024070809144439,48000,0.1,B,1,0,4,0
21,4.0,alugada,0,educacao,1,7500,6.76,27600,0.27,A,0,0,4,0
25,4.0,hipoteca,1,pessoal,2,20000,6.91,115000,0.17,A,0,0,4,0
22,2.0,alugada,0,educacao,1,9500,8.9,56400,0.17,A,0,0,2,0
21,2.0,alugada,0,pessoal,2,4500,10.38,18000,0.25,B,1,0,3,1
22,4.0,alugada,0,pessoal,2,10000,6.17,50000,0.2,A,0,0,3,0
23,1.0,hipoteca,1,consolidacao_debito,0,7000,8.49,65000,0.11,A,0,0,4,0
22,3.0,alugada,0,pessoal,2,15000,13.22,32240,0.47,C,2,0,2,1
23,5.0,hipoteca,1,educacao,1,15000,6.17,55000,0.27,A,0,0,3,0
21,3.0,alugada,0,risco,4,3000,5.42,57000,0.05,A,0,0,2,0
23,1.0,alugada,0,educacao,1,4000,11.024070809144439,26000,0.15,B,1,0,4,0
25,1.0,alugada,0,pessoal,2,8000,13.99,69000,0.12,D,3,0,2,1
25,4.0,hipoteca,1,risco,4,12000,13.49,75000,0.16,C,2,0,2,0
22,7.0,hipoteca,1,pessoal,2,4900,15.62,59000,0.08,D,3,0,3,1
24,8.0,alugada,0,educacao,1,10500,11.024070809144439,37000,0.28,D,3,0,4,0
22,5.0,hipoteca,1,consolidacao_debito,0,21000,8.88,70000,0.3,B,1,0,3,0
22,4.0,alugada,0,saude,5,8075,13.06,54000,0.15,C,2,0,3,0
24,8.0,alugada,0,consolidacao_debito,0,21000,7.9,79000,0.27,A,0,0,4,0
25,4.0,alugada,0,saude,5,8000,12.87,26000,0.31,C,2,1,3,1
23,2.0,hipoteca,1,pessoal,2,12000,5.42,159996,0.08,A,0,0,4,0
22,5.0,hipoteca,1,risco,4,6000,7.9,52000,0.12,A,0,0,2,0
22,0.0,alugada,0,risco,4,3500,11.024070809144439,17280,0.2,D,3,1,4,1
23,3.0,hipoteca,1,educacao,1,10000,6.03,50000,0.2,A,0,0,4,0
24,3.0,alugada,0,pessoal,2,7800,7.51,45000,0.17,A,0,0,2,0
25,1.0,hipoteca,1,reformar_casa,3,15000,12.53,128500,0.12,C,2,1,3,0
24,5.0,hipoteca,1,consolidacao_debito,0,10000,10.36,87000,0.11,B,1,0,2,0
22,1.0,alugada,0,educacao,1,7000,10.65,18000,0.39,B,1,0,3,1
24,0.0,alugada,0,risco,4,7000,11.83,65000,0.11,B,1,0,3,0
26,1.0,alugada,0,consolidacao_debito,0,12100,11.024070809144439,105000,0.12,B,1,0,3,0
23,6.0,alugada,0,saude,5,30000,15.23,92004,0.33,C,2,1,2,1
22,2.0,alugada,0,consolidacao_debito,0,6000,8.9,55000,0.11,A,0,0,4,0
24,5.0,alugada,0,risco,4,6000,14.96,36000,0.17,D,3,0,3,0
26,2.0,alugada,0,educacao,1,8000,6.62,39000,0.21,A,0,0,2,0
23,7.0,hipoteca,1,risco,4,7200,11.024070809144439,60000,0.12,A,0,0,4,0
25,1.0,alugada,0,saude,5,8000,12.92,44000,0.18,D,3,0,2,1
25,9.0,hipoteca,1,consolidacao_debito,0,25000,10.25,150000,0.17,B,1,0,4,0
25,0.0,alugada,0,saude,5,8400,13.48,78600,0.11,C,2,0,4,0
23,1.0,alugada,0,educacao,1,1450,15.58,30000,0.05,D,3,1,3,1
22,4.0,alugada,0,educacao,1,5000,16.35,54000,0.09,E,4,0,4,1
25,9.0,alugada,0,pessoal,2,9600,11.71,24000,0.4,B,1,0,3,1
23,4.0,alugada,0,pessoal,2,10000,15.58,25920,0.39,D,3,0,4,1
23,1.0,alugada,0,educacao,1,7000,7.9,36000,0.19,A,0,0,4,0
22,1.0,alugada,0,consolidacao_debito,0,19200,13.79,126500,0.15,C,2,1,3,0
22,4.0,alugada,0,risco,4,5600,9.63,54000,0.1,B,1,0,3,0
24,0.0,propria,3,pessoal,2,3000,7.37,39996,0.08,A,0,0,2,0
23,2.0,hipoteca,1,pessoal,2,13000,11.024070809144439,58200,0.22,B,1,0,3,0
23,2.0,propria,3,pessoal,2,30000,9.91,80196,0.37,B,1,0,3,0
23,2.0,alugada,0,reformar_casa,3,6000,14.42,21600,0.28,D,3,0,2,1
24,3.0,propria,3,saude,5,4750,11.36,22800,0.21,B,1,0,4,0
26,10.0,alugada,0,educacao,1,4225,9.83,48000,0.09,B,1,0,3,0
23,7.0,hipoteca,1,risco,4,3000,6.39,69996,0.04,A,0,0,4,0
26,1.0,hipoteca,1,consolidacao_debito,0,1500,7.74,20000,0.07,A,0,0,4,0
22,6.0,alugada,0,risco,4,6000,14.27,55000,0.11,C,2,0,3,0
23,0.0,alugada,0,consolidacao_debito,0,5000,11.86,30000,0.17,B,1,0,4,0
25,2.0,hipoteca,1,pessoal,2,10000,7.9,50000,0.2,A,0,0,4,0
23,5.0,hipoteca,1,pessoal,2,5000,11.12,75000,0.07,B,1,0,2,0
25,6.0,alugada,0,saude,5,10000,10.37,30720,0.33,B,1,0,3,1
26,8.0,alugada,0,consolidacao_debito,0,11300,13.22,41892,0.27,C,2,1,4,0
26,2.0,alugada,0,saude,5,1500,5.42,18700,0.08,A,0,0,3,0
23,0.0,outro,2,risco,4,16000,12.21,58000,0.28,B,1,0,4,0
23,7.0,propria,3,educacao,1,10950,7.29,34000,0.32,A,0,0,2,0
22,2.0,alugada,0,risco,4,6250,16.07,29100,0.21,D,3,0,4,1
23,7.0,propria,3,pessoal,2,7000,8.94,149385,0.05,A,0,0,2,0
26,10.0,alugada,0,consolidacao_debito,0,7200,9.63,76668,0.09,A,0,0,4,0
25,9.0,hipoteca,1,consolidacao_debito,0,10500,7.49,155004,0.07,A,0,0,3,0
24,6.0,hipoteca,1,consolidacao_debito,0,12000,6.99,46800,0.26,A,0,0,3,0
25,9.0,alugada,0,reformar_casa,3,5750,7.29,85000,0.07,A,0,0,3,0
26,0.0,alugada,0,reformar_casa,3,20000,10.25,58000,0.34,B,1,0,4,1
25,0.0,hipoteca,1,educacao,1,6500,8.59,47412,0.14,A,0,0,3,0
22,3.0,alugada,0,educacao,1,5000,11.11,45000,0.11,B,1,0,4,0
22,1.0,alugada,0,educacao,1,4000,11.024070809144439,25200,0.16,B,1,0,3,0
26,5.0,alugada,0,saude,5,7300,9.45,41400,0.18,B,1,0,2,0
24,3.0,hipoteca,1,risco,4,15000,13.06,45000,0.33,C,2,0,3,0
23,6.0,alugada,0,educacao,1,7500,6.91,21000,0.36,A,0,0,2,1
23,7.0,propria,3,risco,4,9000,11.024070809144439,46800,0.19,C,2,0,4,0
21,5.0,hipoteca,1,consolidacao_debito,0,2200,12.42,65000,0.03,B,1,0,3,0
23,2.0,alugada,0,educacao,1,14575,11.024070809144439,38800,0.38,A,0,0,2,1
23,3.0,hipoteca,1,educacao,1,4500,10.62,30000,0.15,B,1,0,4,0
23,2.0,propria,3,risco,4,10000,11.024070809144439,69996,0.14,B,1,0,3,0
24,1.0,alugada,0,saude,5,5000,11.024070809144439,23000,0.22,C,2,0,4,0
24,5.0,hipoteca,1,reformar_casa,3,12000,5.99,75000,0.16,A,0,0,4,0
26,7.0,alugada,0,risco,4,3200,13.49,38400,0.08,C,2,0,2,0
24,4.0,hipoteca,1,educacao,1,25000,17.99,72400,0.35,E,4,1,2,0
24,8.0,hipoteca,1,reformar_casa,3,3500,6.39,74900,0.05,A,0,0,3,0
23,6.0,hipoteca,1,reformar_casa,3,12000,13.61,72000,0.17,C,2,0,4,1
25,8.0,propria,3,risco,4,14000,11.12,60000,0.23,B,1,0,2,0
25,3.0,alugada,0,educacao,1,8500,10.28,18000,0.47,C,2,1,4,1
24,8.0,alugada,0,pessoal,2,5000,7.88,35000,0.14,A,0,0,3,0
24,1.0,hipoteca,1,reformar_casa,3,9000,11.83,70000,0.13,B,1,0,3,0
26,0.0,alugada,0,saude,5,2400,12.23,16428,0.15,C,2,0,3,0
21,2.0,alugada,0,risco,4,10000,13.23,32400,0.31,C,2,1,3,1
23,0.0,hipoteca,1,pessoal,2,5000,8.49,82500,0.06,A,0,0,2,0
24,8.0,hipoteca,1,consolidacao_debito,0,30000,18.62,88000,0.34,F,5,0,3,1
26,3.0,hipoteca,1,risco,4,25000,9.99,150000,0.17,B,1,0,4,0
23,2.0,alugada,0,risco,4,3000,12.68,21000,0.14,C,2,0,3,0
25,9.0,alugada,0,pessoal,2,5000,13.92,67000,0.07,C,2,1,4,1
22,6.0,alugada,0,pessoal,2,1000,10.25,28000,0.04,B,1,0,3,1
26,4.0,alugada,0,pessoal,2,3300,15.65,33600,0.1,D,3,1,2,0
25,1.0,alugada,0,reformar_casa,3,12000,11.024070809144439,120000,0.1,A,0,0,3,0
22,4.0,hipoteca,1,educacao,1,9000,9.63,65000,0.14,A,0,0,3,0
22,2.0,alugada,0,educacao,1,6700,13.47,72204,0.09,C,2,1,4,0
23,7.0,alugada,0,pessoal,2,1200,13.99,36000,0.03,C,2,0,3,0
21,5.0,hipoteca,1,educacao,1,6000,6.91,60000,0.1,A,0,0,2,0
24,0.0,alugada,0,consolidacao_debito,0,12500,12.87,54996,0.23,C,2,0,2,0
25,0.0,alugada,0,pessoal,2,3200,9.32,16000,0.2,A,0,0,4,1
21,3.0,alugada,0,educacao,1,4800,9.62,90000,0.05,B,1,0,2,0
24,5.0,alugada,0,reformar_casa,3,8000,10.0,72000,0.11,B,1,0,2,0
22,1.0,alugada,0,consolidacao_debito,0,5000,11.024070809144439,34992,0.14,B,1,0,2,0
24,3.0,hipoteca,1,consolidacao_debito,0,8600,13.11,112500,0.08,C,2,0,4,0
26,10.0,alugada,0,pessoal,2,6925,15.99,40000,0.17,D,3,0,4,0
25,2.0,alugada,0,risco,4,10000,14.91,42000,0.24,D,3,0,2,1
22,0.0,hipoteca,1,pessoal,2,12375,11.024070809144439,36000,0.34,B,1,0,3,0
23,7.0,alugada,0,educacao,1,7000,11.024070809144439,89000,0.08,C,2,1,3,0
21,2.0,alugada,0,pessoal,2,5200,17.27,46000,0.11,D,3,1,3,1
22,6.0,hipoteca,1,consolidacao_debito,0,3000,11.49,30000,0.1,B,1,0,3,0
23,3.0,hipoteca,1,consolidacao_debito,0,7800,10.59,26000,0.3,B,1,0,3,0
21,5.0,hipoteca,1,pessoal,2,9000,13.49,50000,0.18,C,2,0,2,0
22,1.0,alugada,0,pessoal,2,3600,7.37,44094,0.08,A,0,0,2,0
23,1.0,alugada,0,saude,5,8400,11.024070809144439,30000,0.28,A,0,0,2,1
24,8.0,hipoteca,1,pessoal,2,2000,7.66,46000,0.04,A,0,0,2,0
22,6.0,hipoteca,1,risco,4,25000,14.96,75000,0.33,D,3,1,3,0
22,4.0,alugada,0,educacao,1,10000,11.86,30000,0.33,B,1,0,4,1
25,5.0,alugada,0,risco,4,7300,11.14,26729,0.27,B,1,0,4,0
22,6.0,hipoteca,1,educacao,1,12000,5.99,115000,0.1,A,0,0,3,0
22,1.0,hipoteca,1,consolidacao_debito,0,5500,11.024070809144439,32400,0.17,A,0,0,2,0
25,9.0,hipoteca,1,pessoal,2,25000,10.91,67000,0.37,C,2,0,3,1
25,6.0,hipoteca,1,risco,4,21000,14.65,96000,0.22,C,2,0,4,0
21,2.0,alugada,0,risco,4,7000,10.99,30000,0.23,B,1,0,3,0
26,2.0,alugada,0,educacao,1,17000,9.88,175000,0.1,B,1,0,2,0
25,1.0,alugada,0,educacao,1,10000,11.024070809144439,60000,0.17,A,0,0,4,0
24,5.0,alugada,0,risco,4,5000,13.79,48996,0.1,C,2,0,4,0
22,6.0,hipoteca,1,educacao,1,15000,12.86,52320,0.29,D,3,0,2,0
26,10.0,alugada,0,educacao,1,12875,11.024070809144439,35000,0.37,B,1,0,3,1
25,1.0,alugada,0,consolidacao_debito,0,15000,15.05,36000,0.42,D,3,1,2,1
22,6.0,hipoteca,1,saude,5,11000,17.99,66614,0.14,E,4,1,2,1
22,0.0,hipoteca,1,consolidacao_debito,0,4750,13.85,16800,0.28,C,2,1,4,1
21,5.0,hipoteca,1,reformar_casa,3,4000,11.024070809144439,61464,0.07,C,2,1,2,1
24,4.0,alugada,0,educacao,1,5000,7.74,52728,0.09,A,0,0,4,0
23,6.0,propria,3,risco,4,18500,13.16,55000,0.34,C,2,0,3,0
25,0.0,alugada,0,reformar_casa,3,3200,11.024070809144439,48000,0.07,F,5,1,4,1
25,1.0,propria,3,saude,5,16000,8.49,74000,0.22,A,0,0,3,0
24,7.0,hipoteca,1,reformar_casa,3,20000,11.024070809144439,82726,0.24,C,2,0,4,0
25,0.0,alugada,0,educacao,1,1000,9.64,5000,0.2,B,1,0,4,1
22,5.0,hipoteca,1,risco,4,9500,11.71,80000,0.12,B,1,0,3,0
24,8.0,hipoteca,1,pessoal,2,15000,10.25,156000,0.1,B,1,0,2,0
24,8.0,hipoteca,1,saude,5,10000,7.49,48000,0.21,A,0,0,3,0
25,3.0,alugada,0,risco,4,3000,13.8,43200,0.07,C,2,0,2,0
25,0.0,alugada,0,saude,5,11200,11.024070809144439,80000,0.14,B,1,0,2,0
23,7.0,alugada,0,educacao,1,18000,13.98,81000,0.22,C,2,0,4,0
25,1.0,alugada,0,educacao,1,5000,7.9,76000,0.07,A,0,0,3,0
23,1.0,hipoteca,1,educacao,1,12500,15.99,135000,0.09,D,3,0,4,0
22,6.0,hipoteca,1,educacao,1,1400,13.49,55000,0.03,C,2,1,3,0
22,1.0,alugada,0,educacao,1,4250,10.99,27500,0.15,B,1,0,4,0
25,9.0,hipoteca,1,saude,5,9100,11.024070809144439,42000,0.22,A,0,0,3,0
24,2.0,hipoteca,1,educacao,1,24000,10.62,43300,0.55,B,1,0,2,0
25,8.0,alugada,0,consolidacao_debito,0,2500,12.98,24996,0.1,C,2,0,4,0
25,9.0,hipoteca,1,risco,4,3200,6.39,72000,0.04,A,0,0,4,0
23,7.0,hipoteca,1,risco,4,2700,11.86,138000,0.02,B,1,0,4,0
26,11.0,hipoteca,1,reformar_casa,3,18325,7.49,159960,0.11,A,0,0,2,0
24,7.0,hipoteca,1,consolidacao_debito,0,4000,20.89,64000,0.06,F,5,1,2,1
24,7.0,alugada,0,pessoal,2,9600,15.31,51000,0.19,D,3,1,4,0
22,6.0,alugada,0,educacao,1,7000,9.62,30000,0.23,B,1,0,4,1
22,1.0,propria,3,consolidacao_debito,0,8500,15.05,22000,0.39,D,3,0,4,0
24,2.0,hipoteca,1,reformar_casa,3,7000,10.38,23500,0.3,B,1,0,4,0
21,0.0,propria,3,saude,5,2400,9.91,19200,0.13,B,1,0,4,0
25,4.0,alugada,0,reformar_casa,3,15000,13.49,65000,0.23,C,2,1,3,0
23,7.0,hipoteca,1,educacao,1,5500,7.88,65000,0.08,A,0,0,2,0
26,1.0,alugada,0,consolidacao_debito,0,10000,10.99,145000,0.07,B,1,0,3,0
22,6.0,hipoteca,1,pessoal,2,7000,7.68,78700,0.09,A,0,0,3,1
23,2.0,propria,3,risco,4,6000,15.27,21000,0.29,C,2,0,2,0
26,5.0,alugada,0,saude,5,6000,6.62,24000,0.25,A,0,0,2,0
22,0.0,alugada,0,pessoal,2,3600,7.37,42000,0.09,A,0,0,3,0
24,2.0,alugada,0,pessoal,2,9000,11.49,46704,0.19,B,1,0,3,0
24,3.0,hipoteca,1,educacao,1,12000,9.91,65000,0.18,B,1,0,4,0
22,6.0,alugada,0,pessoal,2,16800,13.49,66000,0.25,C,2,1,2,0
21,2.0,hipoteca,1,risco,4,6000,10.62,60000,0.1,B,1,0,2,0
25,3.0,hipoteca,1,saude,5,2000,11.12,30720,0.07,B,1,0,4,0
26,10.0,alugada,0,pessoal,2,18950,11.024070809144439,50000,0.38,B,1,0,3,1
23,1.0,hipoteca,1,educacao,1,12000,13.48,80000,0.15,C,2,1,4,0
22,0.0,propria,3,pessoal,2,1000,6.99,41000,0.02,A,0,0,2,0
25,2.0,alugada,0,reformar_casa,3,8750,7.74,150000,0.06,A,0,0,2,0
23,7.0,alugada,0,saude,5,14000,13.48,122000,0.11,C,2,0,4,0
22,0.0,alugada,0,educacao,1,2200,15.95,27996,0.08,D,3,0,3,1
22,2.0,alugada,0,consolidacao_debito,0,6000,12.42,30000,0.2,B,1,0,4,0
23,3.0,alugada,0,pessoal,2,3000,15.2,30000,0.1,D,3,1,4,0
21,1.0,propria,3,pessoal,2,15000,13.16,40000,0.38,C,2,1,4,0
22,3.0,hipoteca,1,consolidacao_debito,0,14500,11.024070809144439,130000,0.11,C,2,0,2,0
22,6.0,alugada,0,pessoal,2,2500,15.62,41500,0.06,D,3,0,2,0
24,8.0,propria,3,risco,4,12000,7.49,98000,0.12,A,0,0,2,0
26,3.0,alugada,0,consolidacao_debito,0,4500,7.66,42000,0.11,A,0,0,2,0
24,7.0,hipoteca,1,risco,4,1525,5.42,65000,0.02,A,0,0,3,0
21,5.0,hipoteca,1,risco,4,18000,7.88,45000,0.4,A,0,0,2,0
23,7.0,propria,3,educacao,1,7500,12.69,21000,0.36,B,1,0,2,0
24,2.0,alugada,0,consolidacao_debito,0,16000,19.91,39000,0.41,E,4,0,3,1
24,8.0,propria,3,pessoal,2,24250,12.18,70000,0.35,B,1,0,2,0
25,5.0,hipoteca,1,consolidacao_debito,0,18000,10.99,95000,0.19,B,1,0,3,0
26,2.0,hipoteca,1,risco,4,12000,6.17,51000,0.24,A,0,0,4,0
26,4.0,hipoteca,1,saude,5,15000,14.79,200000,0.07,C,2,0,4,0
21,3.0,hipoteca,1,consolidacao_debito,0,13250,10.37,65496,0.2,B,1,0,4,0
24,0.0,hipoteca,1,consolidacao_debito,0,10000,12.18,34000,0.29,B,1,0,4,0
22,6.0,alugada,0,educacao,1,13500,10.95,43000,0.31,B,1,0,4,1
23,2.0,alugada,0,pessoal,2,6000,14.22,44000,0.14,C,2,1,3,0
22,4.0,alugada,0,educacao,1,5000,6.99,39000,0.13,A,0,0,2,0
22,5.0,alugada,0,educacao,1,5300,14.42,50004,0.11,D,3,0,2,0
25,9.0,hipoteca,1,reformar_casa,3,20000,8.88,150000,0.13,B,1,0,4,0
21,6.0,hipoteca,1,saude,5,7575,11.024070809144439,21600,0.35,A,0,0,2,0
25,5.0,hipoteca,1,pessoal,2,18000,5.79,80000,0.23,A,0,0,3,0
21,0.0,propria,3,educacao,1,8800,9.33,25000,0.35,B,1,0,3,0
22,3.0,hipoteca,1,risco,4,5000,14.79,120000,0.04,C,2,1,3,0
22,6.0,propria,3,educacao,1,6000,11.83,50500,0.12,B,1,0,2,0
22,6.0,hipoteca,1,educacao,1,5200,6.62,49536,0.1,A,0,0,3,0
24,8.0,alugada,0,saude,5,1500,15.62,39000,0.04,D,3,1,3,0
25,4.0,alugada,0,educacao,1,2000,14.22,30000,0.07,C,2,0,2,0
24,3.0,hipoteca,1,consolidacao_debito,0,5600,5.42,39000,0.14,A,0,0,4,0
24,2.0,hipoteca,1,risco,4,2500,9.99,40000,0.06,B,1,0,3,0
22,5.0,hipoteca,1,risco,4,5600,7.49,60000,0.09,A,0,0,4,0
25,9.0,hipoteca,1,educacao,1,14200,11.48,78000,0.18,B,1,0,3,0
26,0.0,alugada,0,consolidacao_debito,0,20000,13.36,71004,0.28,D,3,0,2,1
24,3.0,hipoteca,1,consolidacao_debito,0,25000,11.83,130000,0.19,B,1,0,3,0
24,7.0,hipoteca,1,consolidacao_debito,0,25000,10.99,87000,0.29,B,1,0,4,0
25,9.0,alugada,0,educacao,1,10000,12.42,90000,0.11,B,1,0,4,0
23,2.0,propria,3,risco,4,5000,11.86,30996,0.16,B,1,0,4,0
25,4.0,hipoteca,1,risco,4,13000,11.26,87000,0.15,B,1,0,4,0
25,9.0,alugada,0,saude,5,15000,16.45,32000,0.47,E,4,1,2,1
24,2.0,alugada,0,educacao,1,10000,14.65,31000,0.32,C,2,1,3,1
25,3.0,hipoteca,1,consolidacao_debito,0,4800,10.74,48000,0.1,B,1,0,4,0
25,2.0,hipoteca,1,educacao,1,12500,11.49,60000,0.21,B,1,0,4,0
24,8.0,hipoteca,1,reformar_casa,3,5500,8.59,55000,0.1,A,0,0,4,0
26,10.0,hipoteca,1,educacao,1,20000,13.22,165000,0.12,C,2,1,2,0
25,0.0,alugada,0,pessoal,2,4500,12.18,84000,0.05,B,1,0,2,0
25,8.0,hipoteca,1,saude,5,8500,11.83,84000,0.1,B,1,0,4,0
24,2.0,alugada,0,educacao,1,5000,14.96,33996,0.15,D,3,1,4,1
23,6.0,alugada,0,consolidacao_debito,0,4800,7.49,30000,0.16,A,0,0,4,0
22,6.0,hipoteca,1,consolidacao_debito,0,8500,5.42,38000,0.22,A,0,0,2,0
21,3.0,alugada,0,educacao,1,10000,12.18,60000,0.17,B,1,0,2,0
23,5.0,alugada,0,risco,4,7200,9.25,80500,0.09,B,1,0,3,0
25,4.0,hipoteca,1,saude,5,20000,14.09,58650,0.29,D,3,1,4,1
23,7.0,propria,3,educacao,1,4400,11.89,42000,0.1,B,1,0,4,0
22,2.0,alugada,0,pessoal,2,8800,9.32,23800,0.37,A,0,0,2,1
23,4.0,alugada,0,saude,5,4500,7.49,32400,0.14,A,0,0,3,0
24,2.0,alugada,0,consolidacao_debito,0,7000,8.59,60140,0.12,A,0,0,4,0
21,3.0,alugada,0,saude,5,18500,10.91,36000,0.51,C,2,0,2,1
23,4.0,alugada,0,risco,4,18225,10.74,50000,0.36,B,1,0,3,1
26,0.0,alugada,0,reformar_casa,3,4550,13.57,130000,0.04,C,2,1,4,0
21,2.0,propria,3,educacao,1,11000,7.88,35000,0.31,A,0,0,3,0
23,4.0,hipoteca,1,pessoal,2,6000,13.16,70000,0.09,C,2,1,4,0
25,3.0,alugada,0,risco,4,3600,16.02,33772,0.11,D,3,1,3,1
21,0.0,alugada,0,risco,4,12000,11.71,65000,0.18,B,1,0,3,0
25,7.0,alugada,0,reformar_casa,3,8500,14.22,55000,0.15,C,2,1,3,0
22,4.0,hipoteca,1,consolidacao_debito,0,10000,14.96,43600,0.23,D,3,0,2,1
22,0.0,hipoteca,1,educacao,1,11000,15.68,50004,0.22,E,4,1,3,0
25,9.0,hipoteca,1,educacao,1,7000,12.09,48000,0.15,C,2,1,2,0
24,6.0,alugada,0,educacao,1,5000,6.17,40000,0.13,A,0,0,2,0
25,2.0,alugada,0,risco,4,6000,8.0,23198,0.26,A,0,0,2,0
22,3.0,alugada,0,risco,4,4000,11.024070809144439,48000,0.08,A,0,0,3,0
23,0.0,alugada,0,educacao,1,12500,6.54,84000,0.15,A,0,0,4,0
23,7.0,hipoteca,1,educacao,1,20000,7.9,63000,0.32,A,0,0,3,0
22,2.0,hipoteca,1,risco,4,2500,12.53,57996,0.04,B,1,0,4,0
24,8.0,propria,3,risco,4,29800,11.024070809144439,75000,0.4,B,1,0,3,0
20,4.0,hipoteca,1,pessoal,2,2000,8.59,188004,0.01,A,0,0,2,0
25,9.0,hipoteca,1,consolidacao_debito,0,3000,13.99,39000,0.08,C,2,0,2,0
24,4.0,hipoteca,1,consolidacao_debito,0,7750,11.12,85000,0.09,B,1,0,4,0
